"ID","direction","has_neighbour","n_neighbours","nearest_distance_m","mean_distance_m","proximity_pressure","neighbour_density_per_ha","distance_threshold_m","DGR"
"001_1","All",1,115,16.665349827437,215.364184253187,0.775151068912579,2.287852306946,400,3.26142192852596
"001_1","All",1,119,16.665349827437,221.758513550953,0.785013381657014,2.25335374514403,410,3.26142192852596
"001_1","All",1,120,16.665349827437,223.386492218156,0.78741079655168,2.16537337539994,420,3.26142192852596
"001_1","All",1,123,16.665349827437,228.210461701497,0.79453390341204,2.11747517580348,430,3.26142192852596
"001_1","All",1,125,16.665349827437,231.514209645847,0.799134834747726,2.05520329405857,440,3.26142192852596
"001_1","All",1,126,16.665349827437,233.241541525941,0.801361222657808,1.98059484736581,450,3.26142192852596
"001_1","All",1,126,16.665349827437,233.241541525941,0.801361222657808,1.89541803682219,460,3.26142192852596
"001_1","All",1,127,16.665349827437,235.090904104017,0.803497469996842,1.83002967611324,470,3.26142192852596
"001_1","All",1,127,16.665349827437,235.090904104017,0.803497469996842,1.75457272332211,480,3.26142192852596
"001_1","All",1,129,16.665349827437,238.963099505881,0.807622495548544,1.71020305363219,490,3.26142192852596
"001_1","All",1,129,16.665349827437,238.963099505881,0.807622495548544,1.64247901270836,500,3.26142192852596
"001_2","All",0,0,NA,NA,0,0,10,3.60509404594111
"001_2","All",1,1,17.0782759548538,17.0782759548538,0.0585539197658759,7.95774715459477,20,3.60509404594111
"001_2","All",1,1,17.0782759548538,17.0782759548538,0.0585539197658759,3.53677651315323,30,3.60509404594111
"001_2","All",1,2,17.0782759548538,25.4107196788031,0.0881895525624866,3.97887357729738,40,3.60509404594111
"001_2","All",1,3,17.0782759548538,32.6483333234986,0.109410359882519,3.81971863420549,50,3.60509404594111
"001_2","All",1,5,17.0782759548538,40.3184486779605,0.148003006893068,4.42097064144154,60,3.60509404594111
"001_2","All",1,6,17.0782759548538,43.9478007844787,0.164107476894776,3.89767207571989,70,3.60509404594111
"001_2","All",1,7,17.0782759548538,48.1700623484662,0.177712246841937,3.48151438013521,80,3.60509404594111
